flight_number,origin_station_code,destination_station_code,record_locator,arrival_delay_minutes,passenger_class,number_of_legs,loyalty_program_level,generation,fleet_type_description,actual_flown_miles,food_satisfaction_score,feedback_ID
2004,SAX,EWX,F1XXCX,7,Economy,1,premier silver,Boomer,B737-700,1569,4,F_1735
1022,EWX,PTX,I8XXSM,22,Economy,2,non-elite,Gen X,B737-900,2200,3,F_1736
722,EWX,MCX,CBXXHW,-21,Economy,1,non-elite,Silent,B737-MAX8,938,4,F_1737
1158,BOX,IAX,D0XXGG,-20,Economy,1,non-elite,Gen X,B737-MAX9,413,1,F_1738
617,SJX,ORX,OTXXL6,-25,Economy,2,non-elite,Gen X,B737-900,1829,3,F_1739
2398,MCX,EWX,HCXXQ8,5,Economy,1,non-elite,Millennial,B737-900,938,2,F_1740
2283,SAX,IAX,GYXXBG,-7,Economy,1,premier silver,Gen X,B737-800,2253,5,F_1741
45,SFX,ZRX,NSXXEW,2,Economy,1,non-elite,Gen X,B777-200,5841,1,F_1742
253,HNX,IAX,GWXXHN,-2,Economy,1,premier gold,Silent,B777-200,3904,1,F_1743
47,IAX,FRX,P7XX2P,16,Economy,1,premier gold,Gen X,B777-200,5233,1,F_1744
1193,IAX,SJX,NTXX1B,-18,Economy,1,non-elite,Millennial,B737-900,2007,4,F_1745
2188,SFX,BOX,M5XXQX,-5,Economy,2,non-elite,Boomer,B737-900,2704,3,F_1746
6039,GSX,IAX,D1XXBJ,-32,Economy,1,non-elite,Gen X,ERJ-175,838,2,F_1747
711,ORX,AUX,ASXX3V,-27,Economy,1,non-elite,Millennial,A320-200,978,5,F_1748
3622,GRX,EWX,FLXX73,1,Economy,1,non-elite,Boomer,ERJ-175,605,3,F_1749
1501,SEX,IAX,G2XX48,1,Economy,1,premier platinum,Silent,B737-800,1874,2,F_1750
964,BEX,EWX,B9XX8Q,-17,Economy,1,non-elite,Gen X,B767-400,3986,2,F_1751
2283,SAX,IAX,MDXXQY,2,Economy,1,non-elite,Gen X,B737-900,2253,4,F_1752
3492,EWX,CLX,BYXXH0,-32,Economy,1,premier gold,Boomer,ERJ-175,528,1,F_1753
4408,EWX,PQX,JEXXH2,-19,Economy,2,non-elite,Gen X,CRJ-550,515,5,F_1754
1723,OGX,SFX,H9XXEH,-13,Economy,1,non-elite,Millennial,B777-200,2338,1,F_1755
19,MXX,EWX,DVXX0B,-26,Economy,1,premier silver,Boomer,B777-200,4010,5,F_1756
2395,BOX,EWX,MFXXXK,48,Economy,1,non-elite,Boomer,A320-200,200,2,F_1757
363,HNX,EWX,E6XXBZ,-10,Economy,1,non-elite,Gen X,B767-400,4962,1,F_1758
175,GUX,SPX,CFXXJ4,-11,Economy,2,non-elite,Gen X,B737-800,129,3,F_1759
885,IAX,FCX,B0XXCF,-14,Economy,1,non-elite,Boomer,B787-8,4505,5,F_1760
1539,ORX,TPX,HWXX02,-19,Economy,1,non-elite,Boomer,B737-900,1012,1,F_1761
1684,DEX,MCX,GRXX2Q,19,Economy,2,non-elite,Boomer,B737-800,1545,5,F_1762
85,EWX,TLX,L1XXG7,-4,Economy,1,non-elite,Millennial,B787-10,5692,4,F_1763
263,DEX,LHX,MLXXDS,-17,Economy,1,premier platinum,Boomer,B787-9,4671,2,F_1764
2307,ORX,BOX,FZXXHB,0,Economy,1,non-elite,Millennial,B737-900,867,5,F_1765
3590,PWX,EWX,DJXXKH,-24,Economy,1,premier platinum,Boomer,ERJ-170,284,2,F_1766
301,SFX,HNX,J4XXE8,-9,Economy,2,premier silver,Boomer,B777-200,2399,4,F_1767
2423,IAX,CHX,LLXXMG,5,Economy,2,non-elite,Silent,A319-100,441,4,F_1768
1627,MCX,ORX,JMXXV6,-10,Economy,1,non-elite,Gen X,B737-MAX9,1005,2,F_1769
2629,PHX,IAX,P8XXV8,-7,Economy,1,non-elite,Gen X,B737-800,1324,5,F_1770
418,LAX,OGX,C6XXJW,-15,Economy,2,non-elite,Millennial,B737-MAX9,2486,2,F_1771
450,ORX,LAX,F0XX0W,-12,Economy,1,premier silver,Boomer,B737-900,1515,5,F_1772
5642,SJX,DEX,LWXXDN,-12,Economy,1,non-elite,Millennial,ERJ-175,948,1,F_1773
247,LAX,HNX,A6XX84,-15,Economy,2,non-elite,Boomer,B737-900,2556,2,F_1774
1737,DEX,OGX,GWXX4Z,14,Economy,2,non-elite,Boomer,B757-200,3303,2,F_1775
2093,SFX,PHX,HEXX5W,-10,Economy,1,premier silver,Gen X,A319-100,651,2,F_1776
1892,CLX,EWX,BRXX5T,8,Economy,1,non-elite,Gen X,B737-800,404,3,F_1777
129,GIX,IAX,D0XXDP,-3,Economy,1,global services,Gen X,B767-300,5016,2,F_1778
840,LAX,SYX,G1XX9G,-6,Economy,3,non-elite,Boomer,B787-9,7487,4,F_1779
1765,SFX,IAX,JNXX0Y,-9,Economy,2,premier silver,Gen X,B737-900,1635,4,F_1780
735,PHX,ORX,GDXXFT,-7,Economy,1,premier 1k,Gen X,A319-100,678,2,F_1781
478,BOX,SFX,IBXXCM,-37,Economy,1,premier 1k,Gen X,B737-MAX9,2704,4,F_1782
306,BOX,IAX,CTXXQQ,-28,Economy,2,non-elite,Boomer,A320-200,1597,4,F_1783
2388,MCX,LAX,IBXXDP,-26,Economy,1,non-elite,Boomer,A320-200,2217,1,F_1784
1028,TPX,IAX,E7XX7Y,-18,Economy,2,premier platinum,Gen X,B737-800,787,2,F_1785
1083,LAX,EWX,CNXXDX,-3,Economy,1,non-elite,Gen X,B787-10,2454,2,F_1786
2399,TPX,IAX,B0XXY5,-23,Economy,1,non-elite,Gen X,B737-900,810,5,F_1787
931,SFX,LHX,A3XXSE,-23,Economy,1,non-elite,Boomer,B787-9,5368,1,F_1788
1526,EWX,LAX,AMXX6F,-3,Economy,1,non-elite,Silent,B737-900,2227,3,F_1789
372,LAX,DEX,MFXX23,-17,Economy,2,non-elite,Gen X,B777-200,862,4,F_1790
136,ZRX,EWX,GBXXRF,-9,Economy,2,premier gold,Boomer,B767-300,3946,5,F_1791
1949,IAX,SFX,H1XXY4,82,Economy,1,premier platinum,Gen X,B777-200,1635,2,F_1792
1549,IAX,DEX,EBXXSB,-12,Economy,1,non-elite,Gen X,B737-900,861,5,F_1793
3581,ROX,EWX,APXXHR,-24,Economy,1,non-elite,Millennial,ERJ-175,246,5,F_1794
2602,DEX,RSX,L7XXXL,-25,Economy,2,premier platinum,Boomer,B737-800,1606,4,F_1795
5998,PSX,SFX,E0XXTF,-13,Economy,1,premier platinum,Boomer,CRJ-700,421,4,F_1796
1258,EWX,SFX,IPXXTT,-6,Economy,1,premier gold,Boomer,B777-200,2565,3,F_1797
42,FCX,EWX,F2XXG2,-12,Economy,1,non-elite,Millennial,B777-300,4292,2,F_1798
1187,DFX,ORX,M7XXMT,-21,Economy,1,premier silver,Millennial,A320-200,802,4,F_1799
920,LHX,IAX,C6XXLB,46,Economy,1,premier gold,Gen X,B777-200,3677,3,F_1800
872,SFX,TPX,BCXXZ3,-29,Economy,2,non-elite,Boomer,B777-300,6469,2,F_1801
3524,ORX,JAX,PCXXD2,-33,Economy,2,non-elite,Boomer,ERJ-170,865,1,F_1802
880,LHX,IAX,B5XXZL,-44,Economy,2,non-elite,Millennial,B777-200,4834,3,F_1803
1142,HNX,SFX,GZXX9Z,-10,Economy,1,non-elite,Gen X,B777-200,2399,1,F_1804
5545,ORX,DCX,FLXXQZ,1,Economy,1,premier silver,Boomer,ERJ-175,612,3,F_1805
2484,ORX,PDX,D4XXQF,-16,Economy,2,premier 1k,Boomer,B737-800,1739,5,F_1806
3410,CLX,EWX,L0XXN7,25,Economy,1,non-elite,Boomer,ERJ-170,528,1,F_1807
1209,IAX,EWX,JYXXLT,-22,Economy,1,non-elite,Boomer,B737-800,1400,2,F_1808
964,BEX,EWX,A2XXDT,-34,Economy,2,non-elite,Boomer,B767-400,3986,3,F_1809
1573,DEX,EWX,L3XX5T,142,Economy,2,premier 1k,Gen X,B787-9,1605,5,F_1810
495,SNX,EWX,L0XXWW,2,Economy,2,premier silver,Gen X,B737-700,2433,2,F_1811
540,SFX,OGX,BPXXGL,-30,Economy,2,premier silver,Gen X,B737-MAX9,2338,4,F_1812
991,SFX,CDX,E0XXHL,146,Economy,1,premier platinum,Boomer,B777-300,5583,1,F_1813
5989,MSX,ORX,IPXX8Z,12,Economy,1,non-elite,Boomer,ERJ-175,334,1,F_1814
979,IAX,EDX,BNXXTD,19,Economy,3,premier platinum,Silent,B767-400,3477,1,F_1815
1642,IAX,SFX,D6XXX7,19,Economy,2,non-elite,Boomer,B777-200,2419,4,F_1816
1044,AUX,EWX,B4XXPC,37,Economy,1,non-elite,Boomer,B737-900,1958,2,F_1817
272,BGX,EWX,IEXXNY,172,Economy,1,non-elite,Boomer,B757-200,3501,3,F_1818
3564,DTX,EWX,E6XXV0,-2,Economy,2,non-elite,Millennial,ERJ-175,487,2,F_1819
352,DCX,SFX,DXXXPX,-31,Economy,1,premier silver,Silent,B737-800,2442,1,F_1820
1737,DEX,OGX,IRXX5J,-4,Economy,2,premier 1k,Boomer,B757-200,3303,2,F_1821
1187,DFX,ORX,C7XX8V,-22,Economy,1,non-elite,Millennial,A319-100,802,2,F_1822
1135,DEX,OKX,MZXXHN,-12,Economy,2,non-elite,Boomer,B737-900,495,5,F_1823
961,EWX,FRX,JMXX68,4,Economy,1,non-elite,Boomer,B777-300,3870,2,F_1824
572,AUX,SFX,JQXXW5,-9,Economy,1,premier gold,Gen X,A320-200,1503,4,F_1825
669,SJX,IAX,PZXXV7,-4,Economy,1,non-elite,Gen X,B737-900,2007,3,F_1826
2085,ORX,SFX,DXXXWM,-27,Economy,1,premier silver,Boomer,B737-900,1846,2,F_1827
752,ATX,EWX,OJXXE1,-6,Economy,1,non-elite,Millennial,B737-700,745,4,F_1828
907,FRX,ORX,PDXXS7,-57,Economy,1,non-elite,Gen X,B787-10,4344,5,F_1829
1632,ORX,IAX,OSXXLR,-6,Economy,1,premier gold,Boomer,B757-300,925,2,F_1830
52,EWX,MAX,FGXX8H,1,Economy,2,premier gold,Boomer,B767-400,3607,1,F_1831
1955,SFX,DCX,DHXXDV,-23,Economy,1,non-elite,Silent,B737-800,2442,3,F_1832
1866,LAX,ORX,A9XXL8,-13,Economy,1,premier silver,Millennial,B737-MAX9,1745,5,F_1833
1043,EWX,AUX,MGXXRL,-15,Economy,2,non-elite,Boomer,B737-900,1958,2,F_1834
2197,AUX,IAX,JJXXN1,-16,Economy,2,non-elite,Boomer,B737-800,141,3,F_1835
919,IAX,LHX,F4XX04,-13,Economy,1,non-elite,Gen X,B777-200,3677,3,F_1836
91,EWX,TLX,ARXXGC,18,Economy,1,non-elite,Boomer,B787-10,5692,5,F_1837
2243,ORX,LAX,PFXX48,-19,Economy,2,premier silver,Gen X,B757-300,1745,4,F_1838
2276,IAX,IAX,C6XXLJ,3,Economy,2,non-elite,Boomer,A320-200,1190,5,F_1839
2132,PHX,EWX,PEXXKX,9,Economy,1,non-elite,Millennial,B737-800,2133,1,F_1840
1463,SEX,DEX,H7XX25,-12,Economy,2,non-elite,Boomer,B737-900,1024,2,F_1841
254,IAX,HNX,OZXX0S,-16,Economy,3,premier 1k,Gen X,B777-200,3904,5,F_1842
1790,TPX,LAX,FZXX46,-22,Economy,1,non-elite,Boomer,A320-200,2158,3,F_1843
19,MXX,EWX,NYXX9P,-11,Economy,1,non-elite,Boomer,B777-200,4010,2,F_1844
929,LHX,ORX,JJXXQM,-5,Economy,1,non-elite,Millennial,B767-300,3953,2,F_1845
3526,PVX,ORX,A1XXT9,-26,Economy,1,non-elite,Boomer,ERJ-170,849,1,F_1846
515,LAX,JFX,OCXXZL,-14,Economy,1,premier gold,Gen X,B757-200,2475,4,F_1847
2330,MEX,IAX,HXXXBW,-15,Economy,1,non-elite,Millennial,A319-100,469,1,F_1848
236,ORX,DEX,FEXX6X,-3,Economy,3,non-elite,Silent,B737-900,888,5,F_1849
1670,PUX,IAX,H7XX1F,-6,Economy,1,non-elite,Millennial,B737-900,1505,3,F_1850
2444,ICX,ORX,C5XXH1,-11,Economy,2,non-elite,Gen X,A320-200,588,2,F_1851
531,SDX,DEX,CZXX83,-3,Economy,1,premier silver,Gen X,A319-100,1023,3,F_1852
2663,ORX,DEX,M9XX30,-24,Economy,1,premier 1k,Gen X,B757-300,888,2,F_1853
4720,DEX,BIX,J7XX1G,41,Economy,1,premier gold,Gen X,CRJ-700,455,3,F_1854
5,LHX,IAX,ATXXEW,-18,Economy,1,non-elite,Boomer,B787-9,4834,5,F_1855
1206,KOX,LAX,I0XXZ9,1,Economy,1,non-elite,Millennial,B737-900,2505,2,F_1856
724,ORX,PHX,D4XXFB,-7,Economy,1,non-elite,Boomer,B737-900,1440,5,F_1857
2648,IAX,DEX,KYXXZC,-12,Economy,2,non-elite,Millennial,B737-900,861,2,F_1858
848,IAX,SCX,BYXXPB,-6,Economy,2,non-elite,Millennial,B767-300,4645,3,F_1859
28,DEX,LHX,I6XX6E,6,Economy,1,premier silver,Millennial,B787-9,4671,2,F_1860
1723,OGX,SFX,CLXXT3,-33,Economy,1,premier silver,Boomer,B777-200,2338,4,F_1861
4179,GSX,EWX,C1XXVD,24,Economy,2,non-elite,Boomer,CRJ-550,446,2,F_1862
2334,ORX,SFX,C6XXLE,0,Economy,3,non-elite,Gen X,B777-200,1846,2,F_1863
27,LHX,DEX,MDXXRL,-2,Economy,1,non-elite,Millennial,B787-9,4671,1,F_1864
301,SFX,HNX,CSXX6T,-1,Economy,1,premier silver,Boomer,B777-200,2399,4,F_1865
277,BUX,ORX,NQXXC8,-19,Economy,2,premier gold,Gen X,A319-100,473,5,F_1866
61,SFX,MEX,IQXXTD,8,Economy,2,premier silver,Boomer,B787-9,7853,3,F_1867
2121,IAX,SEX,BHXXPK,-15,Economy,2,non-elite,Boomer,A319-100,1874,3,F_1868
965,EWX,NAX,G1XXZC,-11,Economy,2,premier silver,Boomer,B767-300,4416,4,F_1869
1040,AUX,EWX,BYXXEB,12,Economy,1,non-elite,Gen X,B737-900,1958,5,F_1870
872,SFX,TPX,PTXX02,-26,Economy,2,non-elite,Boomer,B777-300,6469,2,F_1871
2385,LAX,IAX,A8XX4R,3,Economy,2,premier gold,Boomer,B737-900,2288,3,F_1872
1262,SAX,EWX,O7XXLZ,-9,Economy,1,premier 1k,Boomer,B737-700,1569,5,F_1873
2010,IAX,PIX,O0XXH8,-16,Economy,2,non-elite,Boomer,A319-100,1117,5,F_1874
46,ZRX,SFX,M0XX6B,12,Economy,1,non-elite,Boomer,B777-200,5841,4,F_1875
2264,PVX,IAX,I6XXD8,-15,Economy,1,premier silver,Millennial,A320-200,890,1,F_1876
1720,ROX,ORX,AVXX3N,-6,Economy,1,non-elite,Gen X,A320-200,528,2,F_1877
2440,ORX,OMX,P0XXLE,-19,Economy,1,non-elite,Boomer,B737-900,416,5,F_1878
2384,PHX,DEX,IPXX2S,181,Economy,2,non-elite,Millennial,B737-800,1557,3,F_1879
1658,EWX,SNX,E6XX5B,-34,Economy,1,non-elite,Boomer,B737-800,2433,5,F_1880
459,EWX,SNX,ANXX45,4,Economy,1,non-elite,Silent,B737-700,2433,3,F_1881
1544,SEX,DEX,LHXX1J,0,Economy,1,premier silver,Boomer,B737-MAX9,1024,5,F_1882
1694,ORX,BWX,DGXXLQ,-10,Economy,1,non-elite,Gen X,A320-200,621,2,F_1883
385,DEX,HNX,HKXX06,-10,Economy,2,non-elite,Gen X,B777-200,3365,3,F_1884
2253,MEX,EWX,CNXXRD,14,Economy,1,non-elite,Gen X,B737-700,2076,2,F_1885
1768,DEX,DCX,ESXX99,-19,Economy,1,non-elite,Boomer,A320-200,1476,1,F_1886
2116,DEX,RNX,CQXXET,9,Economy,3,non-elite,Gen X,B737-800,804,2,F_1887
819,EZX,IAX,PKXXPM,-23,Economy,1,premier gold,Gen X,B777-200,5062,4,F_1888
2152,PDX,DEX,A8XX2W,-8,Economy,2,premier platinum,Boomer,A320-200,992,4,F_1889
916,IAX,CDX,G1XXW1,147,Economy,1,premier 1k,Gen X,B777-200,3861,4,F_1890
458,BWX,SFX,DDXXTB,-16,Economy,1,non-elite,Gen Z,B737-MAX9,2457,3,F_1891
344,ATX,IAX,BRXXD8,-2,Economy,1,premier silver,Boomer,A320-200,533,1,F_1892
498,DEX,BOX,NRXXN9,-20,Economy,1,non-elite,Gen X,B737-800,649,4,F_1893
765,DEX,BOX,NKXX4F,4,Economy,2,premier 1k,Gen X,B737-MAX9,1754,3,F_1894
2148,MIX,EWX,B9XX0B,28,Economy,1,non-elite,Millennial,B757-200,1086,4,F_1895
5639,SFX,SMX,LYXXED,-5,Economy,2,non-elite,Boomer,CRJ-700,86,2,F_1896
1185,IAX,MSX,J2XXS8,-12,Economy,1,premier silver,Gen X,B737-800,305,3,F_1897
901,LHX,SFX,PWXXDT,-7,Economy,1,non-elite,Millennial,B777-200,5368,3,F_1898
253,HNX,IAX,CGXXWF,-14,Economy,1,non-elite,Millennial,B777-200,3904,2,F_1899
919,IAX,LHX,NYXX4D,46,Economy,2,premier silver,Boomer,B777-200,3677,2,F_1900
205,EWX,ORX,PPXXH7,-5,Economy,1,global services,Gen X,B737-800,719,2,F_1901
202,HNX,GUX,BVXXEJ,-17,Economy,3,premier silver,Boomer,B777-300,3801,4,F_1902
23,DUX,EWX,M0XXG3,-7,Economy,1,premier silver,Gen X,B767-400,3193,2,F_1903
4179,GSX,EWX,B3XXML,12,Economy,1,non-elite,Boomer,CRJ-550,446,1,F_1904
418,LAX,OGX,LWXX9G,-18,Economy,1,non-elite,Gen X,B737-MAX9,2486,3,F_1905
2424,YVX,SFX,LWXXJ2,-17,Economy,2,non-elite,Boomer,A319-100,800,2,F_1906
1682,LAX,ORX,PDXXZC,11,Economy,2,premier silver,Gen X,B737-900,1515,5,F_1907
57,CDX,EWX,J8XXCF,30,Economy,1,non-elite,Millennial,B777-300,3649,2,F_1908
634,CIX,DEX,FLXXXD,4,Economy,2,premier 1k,Millennial,B737-800,692,1,F_1909
5396,ORX,STX,C3XXBQ,-15,Economy,2,non-elite,Millennial,ERJ-175,258,2,F_1910
619,IAX,TPX,FPXXN6,-22,Economy,1,non-elite,Gen X,B737-800,810,1,F_1911
27,LHX,DEX,DHXXP3,-8,Economy,2,premier silver,Gen X,B787-9,4671,5,F_1912
1461,DEX,STX,CBXXR0,14,Economy,2,premier platinum,Boomer,A320-200,770,4,F_1913
1178,ATX,EWX,AQXX17,39,Economy,1,non-elite,Gen X,B737-700,745,4,F_1914
5244,TVX,ORX,LJXX61,-5,Economy,2,non-elite,Boomer,ERJ-175,224,3,F_1915
52,EWX,MAX,G0XX25,7,Economy,1,non-elite,Gen X,B767-400,3607,1,F_1916
121,EWX,BCX,IPXXCM,-8,Economy,1,non-elite,Gen X,B777-200,3848,2,F_1917
1044,AUX,EWX,B5XXJ6,-18,Economy,1,non-elite,Gen X,B737-900,1958,2,F_1918
272,BGX,EWX,N5XXNN,-48,Economy,1,non-elite,Boomer,B757-200,3501,3,F_1919
213,ABX,DEX,C5XXVQ,-17,Economy,1,non-elite,Boomer,A319-100,349,1,F_1920
1967,MSX,EWX,IPXXS5,124,Economy,1,premier silver,Millennial,A319-100,1167,2,F_1921
527,AMX,IAX,DZXXVP,-10,Economy,2,non-elite,Millennial,B787-8,5965,3,F_1922
1732,KOX,DEX,DPXX04,-25,Economy,1,premier gold,Gen X,B757-200,3331,4,F_1923
355,RSX,ORX,ETXX8T,203,Economy,1,non-elite,Gen X,B737-MAX9,1120,1,F_1924
972,FCX,ORX,A8XXMR,-25,Economy,1,non-elite,Boomer,B787-8,4823,3,F_1925
1087,BOX,IAX,D7XXYW,3,Economy,1,premier platinum,Gen X,B737-900,1597,2,F_1926
1117,BOX,ORX,PZXX0D,-20,Economy,2,non-elite,Gen X,A319-100,867,4,F_1927
2601,DFX,DEX,HHXXGG,8,Economy,1,premier 1k,Boomer,B737-800,641,1,F_1928
1123,EWX,CPX,FWXXHG,18,Economy,1,non-elite,Gen X,B787-9,7815,3,F_1929
2233,IAX,FLX,ELXXQH,96,Economy,2,non-elite,Gen X,B737-800,901,5,F_1930
1140,EWX,PBX,L9XX1Y,-24,Economy,2,non-elite,Silent,B737-900,1024,2,F_1931
2026,LAX,PHX,EVXXCG,-20,Economy,1,non-elite,Gen Z,B737-900,370,5,F_1932
3452,MKX,EWX,PTXXV4,165,Economy,1,non-elite,Gen Z,ERJ-175,725,3,F_1933
618,DEX,ORX,KZXX7D,95,Economy,1,premier silver,Boomer,B757-200,888,2,F_1934
4768,DEX,TUX,FLXX2X,41,Economy,1,non-elite,Boomer,ERJ-175,639,4,F_1935
2205,SFX,SNX,H7XXX4,-15,Economy,1,premier platinum,Boomer,B737-800,372,2,F_1936
122,BCX,EWX,B2XX9M,-30,Economy,1,non-elite,Boomer,B767-400,3848,1,F_1937
1979,DEX,CVX,NWXX7E,0,Economy,1,non-elite,Boomer,B737-800,1069,3,F_1938
1137,BTX,DEX,A3XXS9,-16,Economy,2,non-elite,Boomer,A320-200,1639,2,F_1939
881,IAX,LHX,P8XXJB,7,Economy,1,non-elite,Boomer,B777-200,4834,4,F_1940
6025,BNX,IAX,CCXX1D,-36,Economy,2,non-elite,Boomer,ERJ-175,657,3,F_1941
2633,EWX,SFX,CGXXTD,-50,Economy,1,non-elite,Boomer,B777-300,2565,1,F_1942
2221,ORX,MIX,PZXXR2,2,Economy,1,non-elite,Gen X,B737-700,1197,1,F_1943
2258,SNX,EWX,JXXX8R,2,Economy,1,NBK,NBK,B737-700,2433,1,F_1944
2204,EWX,LAX,P3XXDM,13,Economy,1,premier silver,Boomer,B787-10,2454,1,F_1945
3662,PVX,EWX,EEXXPR,4,Economy,1,non-elite,Gen X,ERJ-175,160,3,F_1946
297,LAX,IAX,FGXXXQ,-15,Economy,2,non-elite,Boomer,B737-900,2288,2,F_1947
651,IAX,RSX,E1XX4R,-25,Economy,1,premier platinum,Boomer,B737-900,890,1,F_1948
1675,ORX,AUX,LEXX9V,45,Economy,1,non-elite,Boomer,B737-900,2298,2,F_1949
752,ATX,EWX,MPXX8K,-9,Economy,1,non-elite,Millennial,B737-800,745,1,F_1950
5,LHX,IAX,MDXXZT,-21,Economy,1,premier gold,Boomer,B787-9,4834,5,F_1951
940,LHX,SFX,IYXXDJ,0,Economy,1,non-elite,Millennial,B787-9,5368,3,F_1952
171,EWX,VCX,P2XX0Q,-12,Economy,1,non-elite,Gen X,B767-300,4169,1,F_1953
1650,IAX,BNX,DLXX5E,-14,Economy,2,premier gold,Boomer,B737-MAX8,657,4,F_1954
695,MSX,ORX,F1XX18,16,Economy,2,premier silver,Millennial,A319-100,109,5,F_1955
946,FRX,ORX,ACXXN1,-7,Economy,2,non-elite,Boomer,B787-10,4344,2,F_1956
1017,IAX,CUX,FFXX7J,-3,Economy,1,non-elite,Millennial,B737-900,812,4,F_1957
926,LHX,IAX,O7XXE8,-16,Economy,1,non-elite,Boomer,B767-300,3677,4,F_1958
1523,ORX,CMX,INXXV3,-21,Economy,2,non-elite,Boomer,B737-900,296,4,F_1959
6137,CMX,IAX,PMXXQ6,-12,Economy,2,non-elite,Gen X,ERJ-175,986,1,F_1960
1438,EWX,CLX,JCXXWW,-14,Economy,2,premier silver,Boomer,B737-700,404,2,F_1961
1188,BOX,SFX,DGXXLL,-15,Economy,1,non-elite,Silent,B737-MAX9,2704,2,F_1962
2331,PHX,EWX,CWXXGW,-8,Economy,1,non-elite,Millennial,A320-200,2133,5,F_1963
2367,SFX,LAX,HSXX75,14,Economy,2,non-elite,Gen X,B737-900,414,1,F_1964
1465,EWX,FLX,F5XX4J,-10,Economy,1,non-elite,Millennial,A320-200,1065,1,F_1965
2484,ORX,PDX,BMXXHC,-14,Economy,2,premier gold,Boomer,B737-800,1739,4,F_1966
984,ATX,IAX,AYXX7N,11,Economy,1,non-elite,Gen X,B787-8,5168,4,F_1967
1975,SFX,LAX,JGXXB7,3,Economy,1,premier silver,Boomer,B757-200,337,4,F_1968
3580,EWX,SDX,O6XX9K,13,Economy,1,non-elite,Gen X,ERJ-170,642,1,F_1969
161,MUX,IAX,IXXXKK,-3,Economy,1,non-elite,Silent,B767-300,5417,1,F_1970
1533,EWX,MIX,AEXX1D,-22,Economy,1,non-elite,Boomer,B737-MAX8,1086,4,F_1971
883,HNX,ORX,DLXX5X,15,Economy,2,non-elite,Boomer,B787-9,6306,1,F_1972
5261,SFX,SNX,C7XXWH,-11,Economy,2,non-elite,Gen X,CRJ-700,372,3,F_1973
1461,IAX,SAX,ADXXGT,0,Economy,2,premier silver,Boomer,B737-MAX9,1303,2,F_1974
1914,IAX,LAX,GYXXLD,-11,Economy,1,non-elite,Gen X,B737-MAX8,1222,5,F_1975
1481,BDX,ORX,N3XX3Y,-12,Economy,2,premier platinum,Millennial,A319-100,783,2,F_1976
2229,PNX,IAX,IXXX5B,-8,Economy,2,non-elite,Gen Z,A319-100,489,5,F_1977
966,NAX,EWX,PFXX27,-32,Economy,1,non-elite,Gen X,B767-300,4416,3,F_1978
327,SEX,EWX,OPXX6Z,-15,Economy,1,premier silver,Gen X,A319-100,2401,3,F_1979
1296,LAX,LIX,M6XX9E,-19,Economy,1,non-elite,Boomer,B737-800,2615,1,F_1980
6,IAX,LHX,IFXXX0,-6,Economy,2,non-elite,Gen X,B787-9,4834,4,F_1981
129,GIX,IAX,MPXXMB,-12,Economy,1,premier 1k,Gen X,B767-300,5016,1,F_1982
126,ATX,EWX,E0XX47,-18,Economy,1,premier platinum,Gen X,B787-10,4948,2,F_1983
442,EWX,FLX,P7XX04,-15,Economy,1,premier gold,Boomer,A320-200,1065,4,F_1984
74,TLX,IAX,PEXXXP,-4,Economy,1,non-elite,Boomer,B787-8,5904,4,F_1985
4763,BOX,ORX,A3XX6X,135,Economy,1,non-elite,Gen X,ERJ-175,1437,3,F_1986
2263,LAX,SFX,GDXX3P,-17,Economy,2,non-elite,Gen X,B737-900,414,2,F_1987
991,SFX,CDX,C3XX4G,126,Economy,1,non-elite,Silent,B777-200,5583,1,F_1988
515,LAX,JFX,DCXX60,2,Economy,1,non-elite,Gen Z,B757-200,2475,2,F_1989
204,ORX,LAX,NWXX3G,-5,Economy,1,non-elite,Gen X,B737-900,1515,3,F_1990
459,EWX,SNX,BKXX7L,-23,Economy,1,non-elite,Boomer,B737-700,2433,2,F_1991
2030,MSX,ORX,KZXXY8,-24,Economy,1,premier silver,Gen X,B737-800,837,3,F_1992
1607,MCX,IAX,GBXXW1,-10,Economy,1,non-elite,Boomer,B737-900,758,2,F_1993
2449,SFX,EWX,DSXXHD,-6,Economy,2,non-elite,Gen X,B777-200,2565,2,F_1994
776,DEX,MCX,DRXX7N,-5,Economy,1,non-elite,Millennial,B737-900,1545,2,F_1995
777,EWX,CLX,OVXXST,16,Economy,1,premier silver,Boomer,A320-200,528,1,F_1996
901,LHX,SFX,MEXXK0,0,Economy,2,non-elite,Boomer,B777-200,5368,2,F_1997
2495,IAX,EWX,GXXXNC,23,Economy,2,non-elite,Boomer,B737-MAX8,1400,3,F_1998
987,CDX,ORX,L4XXCP,-16,Economy,1,premier gold,Boomer,B787-9,4153,3,F_1999
564,IAX,DEX,I3XXVR,-22,Economy,1,non-elite,Boomer,B737-800,861,5,F_2000
659,AUX,EWX,G6XXJW,-22,Economy,1,non-elite,Silent,B737-900,1504,3,F_2001
3661,GSX,EWX,H8XXWT,21,Economy,2,premier silver,Boomer,ERJ-170,594,2,F_2002
334,BOX,LAX,IVXX79,-9,Economy,1,premier silver,Gen X,B737-MAX9,2611,1,F_2003
1976,FLX,CLX,D0XXPZ,-20,Economy,1,non-elite,Boomer,B737-800,1062,3,F_2004
